date,service,cost
2023-10-15,Cloud Storage,1.89
2023-10-16,Cloud Storage,1.89
2023-10-17,Cloud Storage,2.3
2023-10-18,Cloud Storage,1.65
2023-10-19,Cloud Storage,1.92
2023-10-20,Cloud Storage,1.67
2023-10-21,Cloud Storage,1.69
2023-10-22,Cloud Storage,1.75
2023-10-23,Cloud Storage,1.99
2023-10-24,Cloud Storage,1.67
2023-10-25,Cloud Storage,2.45
2023-10-26,Cloud Storage,1.49
2023-10-27,Cloud Storage,1.81
2023-10-28,Cloud Storage,1.7
2023-10-29,Cloud Storage,2.55
2023-10-30,Cloud Storage,1.98
2023-10-31,Cloud Storage,2.36
2023-11-01,Cloud Storage,1.23
2023-11-02,Cloud Storage,2.02
2023-11-03,Cloud Storage,2.3
2023-11-04,Cloud Storage,1.94
2023-11-05,Cloud Storage,2.38
2023-11-06,Cloud Storage,1.67
2023-11-07,Cloud Storage,2.54
2023-11-08,Cloud Storage,2.94
2023-11-09,Cloud Storage,1.75
2023-11-10,Cloud Storage,1.71
2023-11-11,Cloud Storage,2.57
2023-11-12,Cloud Storage,2.62
2023-11-13,Cloud Storage,1.68
2023-11-14,Cloud Storage,1.73
2023-11-15,Cloud Storage,1.79
2023-11-16,Cloud Storage,1.32
2023-11-17,Cloud Storage,1.51
2023-11-18,Cloud Storage,1.47
2023-11-19,Cloud Storage,1.58
2023-11-20,Cloud Storage,1.91
2023-11-21,Cloud Storage,2.03
2023-11-22,Cloud Storage,2.63
2023-11-23,Cloud Storage,1.48
2023-11-24,Cloud Storage,2.37
2023-11-25,Cloud Storage,1.84
2023-11-26,Cloud Storage,1.91
2023-11-27,Cloud Storage,2.24
2023-11-28,Cloud Storage,1.43
2023-11-29,Cloud Storage,2.11
2023-11-30,Cloud Storage,2.02
2023-12-01,Cloud Storage,2.16
2023-12-02,Cloud Storage,2.07
2023-12-03,Cloud Storage,3.05
2023-12-04,Cloud Storage,1.66
2023-12-05,Cloud Storage,1.71
2023-12-06,Cloud Storage,1.67
2023-12-07,Cloud Storage,1.7
2023-12-08,Cloud Storage,1.67
2023-12-09,Cloud Storage,2.49
2023-12-10,Cloud Storage,2.59
2023-12-11,Cloud Storage,1.7
2023-12-12,Cloud Storage,1.58
2023-12-13,Cloud Storage,2.17
2023-12-14,Cloud Storage,1.71
2023-12-15,Cloud Storage,2.25
2023-12-16,Cloud Storage,2.06
2023-12-17,Cloud Storage,1.29
2023-12-18,Cloud Storage,2.66
2023-12-19,Cloud Storage,2.78
2023-12-20,Cloud Storage,1.69
2023-12-21,Cloud Storage,1.8
2023-12-22,Cloud Storage,2.1
2023-12-23,Cloud Storage,2.12
2023-12-24,Cloud Storage,2.27
2023-12-25,Cloud Storage,2.88
2023-12-26,Cloud Storage,1.9
2023-12-27,Cloud Storage,1.62
2023-12-28,Cloud Storage,1.36
2023-12-29,Cloud Storage,1.65
2023-12-30,Cloud Storage,1.97
2023-12-31,Cloud Storage,2.79
2024-01-01,Cloud Storage,1.76
2024-01-02,Cloud Storage,2.09
2024-01-03,Cloud Storage,1.98
2024-01-04,Cloud Storage,2.53
2024-01-05,Cloud Storage,3.13
2024-01-06,Cloud Storage,1.76
2024-01-07,Cloud Storage,1.78
2024-01-08,Cloud Storage,2.47
2024-01-09,Cloud Storage,2.31
2024-01-10,Cloud Storage,2.83
2024-01-11,Cloud Storage,2.26
2024-01-12,Cloud Storage,1.84
2024-01-13,Cloud Storage,2.27
2024-01-14,Cloud Storage,2.5
2024-01-15,Cloud Storage,2.38
2024-01-16,Cloud Storage,2.24
2024-01-17,Cloud Storage,2.49
2024-01-18,Cloud Storage,2.54
2024-01-19,Cloud Storage,2.63
2024-01-20,Cloud Storage,2.31
2024-01-21,Cloud Storage,1.94
2024-01-22,Cloud Storage,2.08
2024-01-23,Cloud Storage,2.56
2024-01-24,Cloud Storage,1.65
2024-01-25,Cloud Storage,2.19
2024-01-26,Cloud Storage,1.85
2024-01-27,Cloud Storage,2.04
2024-01-28,Cloud Storage,2.6
2024-01-29,Cloud Storage,2.11
2024-01-30,Cloud Storage,2.05
2024-01-31,Cloud Storage,1.42
2024-02-01,Cloud Storage,2.37
2024-02-02,Cloud Storage,2.32
2024-02-03,Cloud Storage,3.01
2024-02-04,Cloud Storage,1.9
2024-02-05,Cloud Storage,2.14
2024-02-06,Cloud Storage,2.15
2024-02-07,Cloud Storage,2.75
2024-02-08,Cloud Storage,2.0
2024-02-09,Cloud Storage,2.17
2024-02-10,Cloud Storage,2.32
2024-02-11,Cloud Storage,2.13
2024-02-12,Cloud Storage,1.85
2024-02-13,Cloud Storage,2.14
2024-02-14,Cloud Storage,2.53
2024-02-15,Cloud Storage,1.59
2024-02-16,Cloud Storage,2.11
2024-02-17,Cloud Storage,1.74
2024-02-18,Cloud Storage,2.59
2024-02-19,Cloud Storage,1.37
2024-02-20,Cloud Storage,1.81
2024-02-21,Cloud Storage,2.23
2024-02-22,Cloud Storage,2.77
2024-02-23,Cloud Storage,2.03
2024-02-24,Cloud Storage,1.82
2024-02-25,Cloud Storage,2.91
2024-02-26,Cloud Storage,1.42
2024-02-27,Cloud Storage,1.08
2024-02-28,Cloud Storage,2.27
2024-02-29,Cloud Storage,1.85
2024-03-01,Cloud Storage,1.62
2024-03-02,Cloud Storage,2.39
2024-03-03,Cloud Storage,2.19
2024-03-04,Cloud Storage,1.83
2024-03-05,Cloud Storage,1.5
2024-03-06,Cloud Storage,2.47
2024-03-07,Cloud Storage,2.37
2024-03-08,Cloud Storage,2.04
2024-03-09,Cloud Storage,2.92
2024-03-10,Cloud Storage,1.61
2024-03-11,Cloud Storage,1.4
2024-03-12,Cloud Storage,1.78
2024-03-13,Cloud Storage,2.07
2024-03-14,Cloud Storage,2.2
2024-03-15,Cloud Storage,1.99
2024-03-16,Cloud Storage,2.25
2024-03-17,Cloud Storage,1.54
2024-03-18,Cloud Storage,2.75
2024-03-19,Cloud Storage,2.06
2024-03-20,Cloud Storage,2.6
2024-03-21,Cloud Storage,2.26
2024-03-22,Cloud Storage,2.31
2024-03-23,Cloud Storage,2.36
2024-03-24,Cloud Storage,2.31
2024-03-25,Cloud Storage,2.4
2024-03-26,Cloud Storage,2.71
2024-03-27,Cloud Storage,2.2
2024-03-28,Cloud Storage,2.43
2024-03-29,Cloud Storage,2.07
2024-03-30,Cloud Storage,2.76
2024-03-31,Cloud Storage,1.81
2024-04-01,Cloud Storage,2.93
2024-04-02,Cloud Storage,2.1
2024-04-03,Cloud Storage,1.48
2024-04-04,Cloud Storage,2.18
2024-04-05,Cloud Storage,1.82
2024-04-06,Cloud Storage,2.5
2024-04-07,Cloud Storage,1.83
2024-04-08,Cloud Storage,1.93
2024-04-09,Cloud Storage,1.28
2024-04-10,Cloud Storage,1.93
2024-04-11,Cloud Storage,1.04
2024-04-12,Cloud Storage,1.42
2024-04-13,Cloud Storage,2.48
2024-04-14,Cloud Storage,2.49
2024-04-15,Cloud Storage,2.33
2024-04-16,Cloud Storage,1.71
2024-04-17,Cloud Storage,2.12
2024-04-18,Cloud Storage,2.14
2024-04-19,Cloud Storage,1.62
2024-04-20,Cloud Storage,2.82
2024-04-21,Cloud Storage,2.54
2024-04-22,Cloud Storage,2.05
2024-04-23,Cloud Storage,2.16
2024-04-24,Cloud Storage,2.25
2024-04-25,Cloud Storage,1.24
2024-04-26,Cloud Storage,2.04
2024-04-27,Cloud Storage,1.85
2024-04-28,Cloud Storage,1.71
2024-04-29,Cloud Storage,2.03
2024-04-30,Cloud Storage,2.97
2024-05-01,Cloud Storage,2.45
2024-05-02,Cloud Storage,1.91
2024-05-03,Cloud Storage,2.42
2024-05-04,Cloud Storage,2.8
2024-05-05,Cloud Storage,2.58
2024-05-06,Cloud Storage,2.2
2024-05-07,Cloud Storage,1.88
2024-05-08,Cloud Storage,2.49
2024-05-09,Cloud Storage,2.35
2024-05-10,Cloud Storage,2.58
2024-05-11,Cloud Storage,2.46
2024-05-12,Cloud Storage,2.65
2024-05-13,Cloud Storage,1.94
2024-05-14,Cloud Storage,2.77
2024-05-15,Cloud Storage,2.27
2024-05-16,Cloud Storage,3.12
2024-05-17,Cloud Storage,1.88
2024-05-18,Cloud Storage,2.97
2024-05-19,Cloud Storage,2.28
2024-05-20,Cloud Storage,1.9
2024-05-21,Cloud Storage,1.97
2024-05-22,Cloud Storage,2.05
2024-05-23,Cloud Storage,2.38
2024-05-24,Cloud Storage,2.43
2024-05-25,Cloud Storage,1.94
2024-05-26,Cloud Storage,2.19
2024-05-27,Cloud Storage,3.16
2024-05-28,Cloud Storage,2.98
2024-05-29,Cloud Storage,2.4
2024-05-30,Cloud Storage,2.22
2024-05-31,Cloud Storage,2.26
2024-06-01,Cloud Storage,2.48
2024-06-02,Cloud Storage,1.75
2024-06-03,Cloud Storage,2.09
2024-06-04,Cloud Storage,1.46
2024-06-05,Cloud Storage,2.39
2024-06-06,Cloud Storage,2.5
2024-06-07,Cloud Storage,2.0
2024-06-08,Cloud Storage,2.92
2024-06-09,Cloud Storage,1.67
2024-06-10,Cloud Storage,1.56
2024-06-11,Cloud Storage,2.32
2024-06-12,Cloud Storage,2.69
2024-06-13,Cloud Storage,2.98
2024-06-14,Cloud Storage,2.02
2024-06-15,Cloud Storage,2.71
2024-06-16,Cloud Storage,2.21
2024-06-17,Cloud Storage,2.15
2024-06-18,Cloud Storage,2.63
2024-06-19,Cloud Storage,2.53
2024-06-20,Cloud Storage,1.53
2024-06-21,Cloud Storage,2.9
2024-06-22,Cloud Storage,2.86
2024-06-23,Cloud Storage,1.96
2024-06-24,Cloud Storage,2.42
2024-06-25,Cloud Storage,2.46
2024-06-26,Cloud Storage,2.36
2024-06-27,Cloud Storage,2.0
2024-06-28,Cloud Storage,1.94
2024-06-29,Cloud Storage,2.24
2024-06-30,Cloud Storage,2.78
2024-07-01,Cloud Storage,2.49
2024-07-02,Cloud Storage,2.09
2024-07-03,Cloud Storage,2.6
2024-07-04,Cloud Storage,0.98
2024-07-05,Cloud Storage,2.77
2024-07-06,Cloud Storage,1.48
2024-07-07,Cloud Storage,2.1
2024-07-08,Cloud Storage,1.76
2024-07-09,Cloud Storage,1.68
2024-07-10,Cloud Storage,2.78
2024-07-11,Cloud Storage,2.05
2024-07-12,Cloud Storage,2.42
2024-07-13,Cloud Storage,2.25
2024-07-14,Cloud Storage,2.48
2024-07-15,Cloud Storage,2.3
2024-07-16,Cloud Storage,1.7
2024-07-17,Cloud Storage,2.72
2024-07-18,Cloud Storage,2.05
2024-07-19,Cloud Storage,1.58
2024-07-20,Cloud Storage,2.09
2024-07-21,Cloud Storage,2.95
2024-07-22,Cloud Storage,2.66
2024-07-23,Cloud Storage,2.13
2024-07-24,Cloud Storage,2.13
2024-07-25,Cloud Storage,2.14
2024-07-26,Cloud Storage,3.22
2024-07-27,Cloud Storage,2.46
2024-07-28,Cloud Storage,2.48
2024-07-29,Cloud Storage,2.75
2024-07-30,Cloud Storage,2.4
2024-07-31,Cloud Storage,2.18
2024-08-01,Cloud Storage,2.21
2024-08-02,Cloud Storage,2.26
2024-08-03,Cloud Storage,2.28
2024-08-04,Cloud Storage,2.63
2024-08-05,Cloud Storage,2.32
2024-08-06,Cloud Storage,2.63
2024-08-07,Cloud Storage,2.27
2024-08-08,Cloud Storage,2.34
2024-08-09,Cloud Storage,1.41
2024-08-10,Cloud Storage,2.72
2024-08-11,Cloud Storage,2.47
2024-08-12,Cloud Storage,2.76
2024-08-13,Cloud Storage,1.01
2024-08-14,Cloud Storage,3.25
2024-08-15,Cloud Storage,2.25
2024-08-16,Cloud Storage,2.81
2024-08-17,Cloud Storage,1.85
2024-08-18,Cloud Storage,2.59
2024-08-19,Cloud Storage,1.85
2024-08-20,Cloud Storage,2.04
2024-08-21,Cloud Storage,3.18
2024-08-22,Cloud Storage,2.24
2024-08-23,Cloud Storage,2.42
2024-08-24,Cloud Storage,2.72
2024-08-25,Cloud Storage,2.55
2024-08-26,Cloud Storage,2.4
2024-08-27,Cloud Storage,2.5
2024-08-28,Cloud Storage,3.41
2024-08-29,Cloud Storage,2.31
2024-08-30,Cloud Storage,2.43
2024-08-31,Cloud Storage,2.81
2024-09-01,Cloud Storage,2.84
2024-09-02,Cloud Storage,2.87
2024-09-03,Cloud Storage,2.63
2024-09-04,Cloud Storage,1.83
2024-09-05,Cloud Storage,3.08
2024-09-06,Cloud Storage,1.83
2024-09-07,Cloud Storage,2.48
2024-09-08,Cloud Storage,2.01
2024-09-09,Cloud Storage,2.32
2024-09-10,Cloud Storage,2.5
2024-09-11,Cloud Storage,2.5
2024-09-12,Cloud Storage,2.55
2024-09-13,Cloud Storage,3.08
2024-09-14,Cloud Storage,2.56
2024-09-15,Cloud Storage,2.25
2024-09-16,Cloud Storage,2.79
2024-09-17,Cloud Storage,2.9
2024-09-18,Cloud Storage,1.81
2024-09-19,Cloud Storage,2.63
2024-09-20,Cloud Storage,2.68
2024-09-21,Cloud Storage,2.23
2024-09-22,Cloud Storage,2.99
2024-09-23,Cloud Storage,2.3
2024-09-24,Cloud Storage,2.43
2024-09-25,Cloud Storage,2.3
2024-09-26,Cloud Storage,2.38
2024-09-27,Cloud Storage,1.88
2024-09-28,Cloud Storage,1.73
2024-09-29,Cloud Storage,3.1
2024-09-30,Cloud Storage,2.0
2024-10-01,Cloud Storage,1.94
2024-10-02,Cloud Storage,1.42
2024-10-03,Cloud Storage,2.1
2024-10-04,Cloud Storage,1.79
2024-10-05,Cloud Storage,3.13
2024-10-06,Cloud Storage,2.84
2024-10-07,Cloud Storage,2.08
2024-10-08,Cloud Storage,3.4
2024-10-09,Cloud Storage,2.84
2024-10-10,Cloud Storage,2.25
2024-10-11,Cloud Storage,1.27
2024-10-12,Cloud Storage,3.43
2024-10-13,Cloud Storage,1.78
2024-10-14,Cloud Storage,1.66
2024-10-15,Cloud Storage,2.86
2024-10-16,Cloud Storage,3.5
2024-10-17,Cloud Storage,3.03
2024-10-18,Cloud Storage,2.66
2024-10-19,Cloud Storage,2.68
2024-10-20,Cloud Storage,2.79
2024-10-21,Cloud Storage,2.75
2024-10-22,Cloud Storage,2.54
2024-10-23,Cloud Storage,2.46
2024-10-24,Cloud Storage,2.39
2024-10-25,Cloud Storage,2.08
2024-10-26,Cloud Storage,2.29
2024-10-27,Cloud Storage,1.66
2024-10-28,Cloud Storage,2.38
2024-10-29,Cloud Storage,1.98
2024-10-30,Cloud Storage,1.93
2024-10-31,Cloud Storage,2.51
2024-11-01,Cloud Storage,3.05
2024-11-02,Cloud Storage,2.84
2024-11-03,Cloud Storage,1.73
2024-11-04,Cloud Storage,1.99
2024-11-05,Cloud Storage,2.86
2024-11-06,Cloud Storage,1.99
2024-11-07,Cloud Storage,2.34
2024-11-08,Cloud Storage,2.68
2024-11-09,Cloud Storage,2.0
2024-11-10,Cloud Storage,2.49
2024-11-11,Cloud Storage,1.84
2024-11-12,Cloud Storage,2.17
2024-11-13,Cloud Storage,2.59
2024-11-14,Cloud Storage,1.73
2024-11-15,Cloud Storage,2.65
2024-11-16,Cloud Storage,2.44
2024-11-17,Cloud Storage,2.7
2024-11-18,Cloud Storage,2.55
2024-11-19,Cloud Storage,3.07
2024-11-20,Cloud Storage,2.51
2024-11-21,Cloud Storage,2.26
2024-11-22,Cloud Storage,2.51
2024-11-23,Cloud Storage,2.7
2024-11-24,Cloud Storage,2.48
2024-11-25,Cloud Storage,2.48
2024-11-26,Cloud Storage,2.15
2024-11-27,Cloud Storage,2.17
2024-11-28,Cloud Storage,1.84
2024-11-29,Cloud Storage,3.25
2024-11-30,Cloud Storage,1.91
2024-12-01,Cloud Storage,2.16
2024-12-02,Cloud Storage,2.15
2024-12-03,Cloud Storage,2.88
2024-12-04,Cloud Storage,2.34
2024-12-05,Cloud Storage,3.04
2024-12-06,Cloud Storage,2.18
2024-12-07,Cloud Storage,2.61
2024-12-08,Cloud Storage,2.11
2024-12-09,Cloud Storage,3.45
2024-12-10,Cloud Storage,1.95
2024-12-11,Cloud Storage,2.62
2024-12-12,Cloud Storage,2.77
2024-12-13,Cloud Storage,2.67
2024-12-14,Cloud Storage,2.41
2024-12-15,Cloud Storage,2.43
2024-12-16,Cloud Storage,2.51
2024-12-17,Cloud Storage,2.43
2024-12-18,Cloud Storage,2.93
2024-12-19,Cloud Storage,3.49
2024-12-20,Cloud Storage,2.25
2024-12-21,Cloud Storage,1.88
2024-12-22,Cloud Storage,2.46
2024-12-23,Cloud Storage,3.66
2024-12-24,Cloud Storage,2.14
2024-12-25,Cloud Storage,3.24
2024-12-26,Cloud Storage,3.26
2024-12-27,Cloud Storage,2.26
2024-12-28,Cloud Storage,2.77
2024-12-29,Cloud Storage,3.24
2024-12-30,Cloud Storage,2.34
2024-12-31,Cloud Storage,2.42
2025-01-01,Cloud Storage,2.25
2025-01-02,Cloud Storage,2.06
2025-01-03,Cloud Storage,2.23
2025-01-04,Cloud Storage,1.97
2025-01-05,Cloud Storage,2.54
2025-01-06,Cloud Storage,2.18
2025-01-07,Cloud Storage,2.63
2025-01-08,Cloud Storage,1.83
2025-01-09,Cloud Storage,2.68
2025-01-10,Cloud Storage,2.9
2025-01-11,Cloud Storage,1.63
2025-01-12,Cloud Storage,2.7
2025-01-13,Cloud Storage,3.08
2025-01-14,Cloud Storage,1.99
2025-01-15,Cloud Storage,3.29
2025-01-16,Cloud Storage,2.73
2025-01-17,Cloud Storage,2.22
2025-01-18,Cloud Storage,2.52
2025-01-19,Cloud Storage,2.79
2025-01-20,Cloud Storage,2.58
2025-01-21,Cloud Storage,2.79
2025-01-22,Cloud Storage,2.13
2025-01-23,Cloud Storage,2.62
2025-01-24,Cloud Storage,1.91
2025-01-25,Cloud Storage,2.5
2025-01-26,Cloud Storage,2.15
2025-01-27,Cloud Storage,2.22
2025-01-28,Cloud Storage,3.11
2025-01-29,Cloud Storage,3.05
2025-01-30,Cloud Storage,2.83
2025-01-31,Cloud Storage,2.07
2025-02-01,Cloud Storage,2.42
2025-02-02,Cloud Storage,3.11
2025-02-03,Cloud Storage,2.63
2025-02-04,Cloud Storage,3.61
2025-02-05,Cloud Storage,2.74
2025-02-06,Cloud Storage,2.65
2025-02-07,Cloud Storage,2.43
2025-02-08,Cloud Storage,2.63
2025-02-09,Cloud Storage,2.5
2025-02-10,Cloud Storage,2.89
2025-02-11,Cloud Storage,3.0
2025-02-12,Cloud Storage,2.22
2025-02-13,Cloud Storage,1.98
2025-02-14,Cloud Storage,1.75
2025-02-15,Cloud Storage,2.81
2025-02-16,Cloud Storage,2.09
2025-02-17,Cloud Storage,1.62
2025-02-18,Cloud Storage,2.76
2025-02-19,Cloud Storage,3.71
2025-02-20,Cloud Storage,2.59
2025-02-21,Cloud Storage,2.97
2025-02-22,Cloud Storage,2.63
2025-02-23,Cloud Storage,2.55
2025-02-24,Cloud Storage,3.01
2025-02-25,Cloud Storage,2.46
2025-02-26,Cloud Storage,2.72
2025-02-27,Cloud Storage,2.74
2025-02-28,Cloud Storage,2.3
2025-03-01,Cloud Storage,3.05
2025-03-02,Cloud Storage,2.52
2025-03-03,Cloud Storage,2.26
2025-03-04,Cloud Storage,2.85
2025-03-05,Cloud Storage,2.2
2025-03-06,Cloud Storage,2.62
2025-03-07,Cloud Storage,2.61
2025-03-08,Cloud Storage,3.1
2025-03-09,Cloud Storage,2.83
2025-03-10,Cloud Storage,2.6
2025-03-11,Cloud Storage,2.98
2025-03-12,Cloud Storage,3.24
2025-03-13,Cloud Storage,2.87
2025-03-14,Cloud Storage,2.62
2025-03-15,Cloud Storage,2.03
2025-03-16,Cloud Storage,2.14
2025-03-17,Cloud Storage,2.49
2025-03-18,Cloud Storage,2.35
2025-03-19,Cloud Storage,2.54
2025-03-20,Cloud Storage,2.65
2025-03-21,Cloud Storage,2.87
2025-03-22,Cloud Storage,2.6
2025-03-23,Cloud Storage,2.85
2025-03-24,Cloud Storage,2.66
2025-03-25,Cloud Storage,1.75
2025-03-26,Cloud Storage,2.22
2025-03-27,Cloud Storage,2.57
2025-03-28,Cloud Storage,2.1
2025-03-29,Cloud Storage,2.91
2025-03-30,Cloud Storage,3.33
2025-03-31,Cloud Storage,3.19
2025-04-01,Cloud Storage,2.55
2025-04-02,Cloud Storage,3.32
2025-04-03,Cloud Storage,2.72
2025-04-04,Cloud Storage,2.5
2025-04-05,Cloud Storage,2.38
2025-04-06,Cloud Storage,2.52
2025-04-07,Cloud Storage,2.48
2025-04-08,Cloud Storage,2.73
2025-04-09,Cloud Storage,2.73
2025-04-10,Cloud Storage,2.66
2025-04-11,Cloud Storage,2.86
2025-04-12,Cloud Storage,3.2
2025-04-13,Cloud Storage,3.09
2025-04-14,Cloud Storage,2.0
2025-04-15,Cloud Storage,1.52
2025-04-16,Cloud Storage,3.09
2025-04-17,Cloud Storage,2.05
2025-04-18,Cloud Storage,2.57
2025-04-19,Cloud Storage,2.15
2025-04-20,Cloud Storage,1.86
2025-04-21,Cloud Storage,2.92
2025-04-22,Cloud Storage,3.02
2025-04-23,Cloud Storage,2.42
2025-04-24,Cloud Storage,1.52
2025-04-25,Cloud Storage,2.43
2025-04-26,Cloud Storage,2.86
2025-04-27,Cloud Storage,2.02
2025-04-28,Cloud Storage,2.77
2025-04-29,Cloud Storage,2.68
2025-04-30,Cloud Storage,2.95
2025-05-01,Cloud Storage,2.74
2025-05-02,Cloud Storage,2.25
2025-05-03,Cloud Storage,3.23
2025-05-04,Cloud Storage,2.62
2025-05-05,Cloud Storage,2.68
2025-05-06,Cloud Storage,2.28
2025-05-07,Cloud Storage,2.5
2025-05-08,Cloud Storage,2.3
2025-05-09,Cloud Storage,2.62
2025-05-10,Cloud Storage,3.47
2025-05-11,Cloud Storage,2.09
2025-05-12,Cloud Storage,1.98
2025-05-13,Cloud Storage,3.37
2025-05-14,Cloud Storage,2.61
2025-05-15,Cloud Storage,2.41
2025-05-16,Cloud Storage,3.18
2025-05-17,Cloud Storage,2.44
2025-05-18,Cloud Storage,3.53
2025-05-19,Cloud Storage,3.02
2025-05-20,Cloud Storage,2.5
2025-05-21,Cloud Storage,3.69
2025-05-22,Cloud Storage,2.45
2025-05-23,Cloud Storage,3.05
2025-05-24,Cloud Storage,2.86
2025-05-25,Cloud Storage,3.31
2025-05-26,Cloud Storage,3.43
2025-05-27,Cloud Storage,2.74
2025-05-28,Cloud Storage,2.39
2025-05-29,Cloud Storage,2.94
2025-05-30,Cloud Storage,2.43
2025-05-31,Cloud Storage,3.64
2025-06-01,Cloud Storage,2.8
2025-06-02,Cloud Storage,2.57
2025-06-03,Cloud Storage,2.82
2025-06-04,Cloud Storage,2.13
2025-06-05,Cloud Storage,2.3
2025-06-06,Cloud Storage,3.28
2025-06-07,Cloud Storage,2.45
2025-06-08,Cloud Storage,2.27
2025-06-09,Cloud Storage,2.99
2025-06-10,Cloud Storage,3.28
2025-06-11,Cloud Storage,3.07
2025-06-12,Cloud Storage,3.2
2025-06-13,Cloud Storage,2.41
2025-06-14,Cloud Storage,2.11
2025-06-15,Cloud Storage,3.43
2025-06-16,Cloud Storage,2.61
2025-06-17,Cloud Storage,2.64
2025-06-18,Cloud Storage,3.35
2025-06-19,Cloud Storage,3.01
2025-06-20,Cloud Storage,2.97
2025-06-21,Cloud Storage,3.74
2025-06-22,Cloud Storage,2.47
2025-06-23,Cloud Storage,3.18
2025-06-24,Cloud Storage,2.79
2025-06-25,Cloud Storage,2.89
2025-06-26,Cloud Storage,3.46
2025-06-27,Cloud Storage,3.0
2025-06-28,Cloud Storage,3.01
2025-06-29,Cloud Storage,3.26
2025-06-30,Cloud Storage,2.61
2025-07-01,Cloud Storage,2.4
2025-07-02,Cloud Storage,2.31
2025-07-03,Cloud Storage,1.9
2025-07-04,Cloud Storage,3.7
2025-07-05,Cloud Storage,2.29
2025-07-06,Cloud Storage,2.68
2025-07-07,Cloud Storage,2.66
2025-07-08,Cloud Storage,2.93
2025-07-09,Cloud Storage,3.15
2025-07-10,Cloud Storage,3.18
2025-07-11,Cloud Storage,2.53
2025-07-12,Cloud Storage,2.72
2025-07-13,Cloud Storage,2.92
2025-07-14,Cloud Storage,2.68
2025-07-15,Cloud Storage,3.52
2025-07-16,Cloud Storage,3.02
2025-07-17,Cloud Storage,3.13
2025-07-18,Cloud Storage,3.1
2025-07-19,Cloud Storage,3.33
2025-07-20,Cloud Storage,2.89
2025-07-21,Cloud Storage,2.22
2025-07-22,Cloud Storage,2.99
2025-07-23,Cloud Storage,2.52
2025-07-24,Cloud Storage,2.57
2025-07-25,Cloud Storage,3.08
2025-07-26,Cloud Storage,3.37
2025-07-27,Cloud Storage,2.82
2025-07-28,Cloud Storage,2.95
2025-07-29,Cloud Storage,3.58
2025-07-30,Cloud Storage,2.93
2025-07-31,Cloud Storage,3.99
2025-08-01,Cloud Storage,3.08
2025-08-02,Cloud Storage,2.03
2025-08-03,Cloud Storage,3.16
2025-08-04,Cloud Storage,3.0
2025-08-05,Cloud Storage,3.41
2025-08-06,Cloud Storage,3.13
2025-08-07,Cloud Storage,2.77
2025-08-08,Cloud Storage,2.28
2025-08-09,Cloud Storage,2.74
2025-08-10,Cloud Storage,2.45
2025-08-11,Cloud Storage,2.58
2025-08-12,Cloud Storage,3.1
2025-08-13,Cloud Storage,3.59
2025-08-14,Cloud Storage,3.02
2025-08-15,Cloud Storage,2.3
2025-08-16,Cloud Storage,3.04
2025-08-17,Cloud Storage,3.38
2025-08-18,Cloud Storage,2.57
2025-08-19,Cloud Storage,2.79
2025-08-20,Cloud Storage,2.86
2025-08-21,Cloud Storage,2.5
2025-08-22,Cloud Storage,3.14
2025-08-23,Cloud Storage,2.8
2025-08-24,Cloud Storage,3.04
2025-08-25,Cloud Storage,2.46
2025-08-26,Cloud Storage,2.66
2025-08-27,Cloud Storage,3.18
2025-08-28,Cloud Storage,2.69
2025-08-29,Cloud Storage,3.64
2025-08-30,Cloud Storage,2.68
2025-08-31,Cloud Storage,2.97
2025-09-01,Cloud Storage,3.29
2025-09-02,Cloud Storage,2.23
2025-09-03,Cloud Storage,2.08
2025-09-04,Cloud Storage,2.19
2025-09-05,Cloud Storage,3.44
2025-09-06,Cloud Storage,2.63
2025-09-07,Cloud Storage,4.02
2025-09-08,Cloud Storage,2.62
2025-09-09,Cloud Storage,2.96
2025-09-10,Cloud Storage,3.57
2025-09-11,Cloud Storage,3.78
2025-09-12,Cloud Storage,3.81
2025-09-13,Cloud Storage,3.43
2025-09-14,Cloud Storage,3.35
2025-09-15,Cloud Storage,3.15
2025-09-16,Cloud Storage,3.24
