date,service,cost
06-10-2025,Virtual Machines,1.95
07-10-2025,Virtual Machines,2.55
08-10-2025,Virtual Machines,2.58
09-10-2025,Virtual Machines,2.49
10-10-2025,Virtual Machines,2.34
11-10-2025,Virtual Machines,2.52
12-10-2025,Virtual Machines,2.55
13-10-2025,Virtual Machines,2.37
14-10-2025,Virtual Machines,2.28
15-10-2025,Virtual Machines,2.28
16-10-2025,Virtual Machines,2.55
17-10-2025,Virtual Machines,2.45
18-10-2025,Virtual Machines,2.78
19-10-2025,Virtual Machines,2.47
20-10-2025,Virtual Machines,2.51
21-10-2025,Virtual Machines,2.57
22-10-2025,Virtual Machines,2.68
23-10-2025,Virtual Machines,2.44
24-10-2025,Virtual Machines,2.75
25-10-2025,Virtual Machines,2.74
26-10-2025,Virtual Machines,2.32
27-10-2025,Virtual Machines,2.32
28-10-2025,Virtual Machines,2.49
29-10-2025,Virtual Machines,2.84
30-10-2025,Virtual Machines,2.7
31-10-2025,Virtual Machines,2.9
01-10-2023,App Service,1.4
02-10-2023,App Service,1.54
03-10-2023,App Service,1.31
04-10-2023,App Service,1.25
05-10-2023,App Service,1.57
06-10-2023,App Service,1.23
07-10-2023,App Service,1.21
08-10-2023,App Service,1.17
09-10-2023,App Service,1.05
10-10-2023,App Service,1.28
11-10-2023,App Service,1.14
12-10-2023,App Service,1.41
13-10-2023,App Service,1.13
14-10-2023,App Service,1.27
15-10-2023,App Service,1.71
16-10-2023,App Service,1.46
17-10-2023,App Service,1.42
18-10-2023,App Service,1.21
19-10-2023,App Service,1.38
20-10-2023,App Service,1.42
21-10-2023,App Service,1.21
22-10-2023,App Service,1.43
23-10-2023,App Service,1.57
24-10-2023,App Service,1.37
25-10-2023,App Service,1.39
26-10-2023,App Service,1.16
27-10-2023,App Service,1.24
28-10-2023,App Service,1.55
29-10-2023,App Service,1.33
30-10-2023,App Service,1.3
31-10-2023,App Service,1.33
01-11-2023,App Service,1.41
02-11-2023,App Service,1.27
03-11-2023,App Service,1.43
04-11-2023,App Service,1.24
05-11-2023,App Service,1.52
06-11-2023,App Service,1.28
07-11-2023,App Service,1.59
08-11-2023,App Service,1.42
09-11-2023,App Service,1.31
10-11-2023,App Service,1.54
11-11-2023,App Service,1.24
12-11-2023,App Service,1.35
13-11-2023,App Service,1.42
14-11-2023,App Service,1.41
15-11-2023,App Service,1.16
16-11-2023,App Service,1.3
17-11-2023,App Service,1.44
18-11-2023,App Service,1.25
19-11-2023,App Service,1.58
20-11-2023,App Service,1.49
21-11-2023,App Service,1.36
22-11-2023,App Service,1.39
23-11-2023,App Service,1.66
24-11-2023,App Service,1.54
25-11-2023,App Service,1.47
26-11-2023,App Service,1.24
27-11-2023,App Service,1.63
28-11-2023,App Service,1.56
29-11-2023,App Service,1.41
30-11-2023,App Service,1.35
01-12-2023,App Service,1.4
02-12-2023,App Service,1.27
03-12-2023,App Service,1.37
04-12-2023,App Service,1.52
05-12-2023,App Service,1.19
06-12-2023,App Service,1.39
07-12-2023,App Service,1.44
08-12-2023,App Service,1.44
09-12-2023,App Service,1.28
10-12-2023,App Service,1.28
11-12-2023,App Service,1.57
12-12-2023,App Service,1.27
13-12-2023,App Service,1.56
14-12-2023,App Service,1.37
15-12-2023,App Service,1.57
16-12-2023,App Service,1.37
17-12-2023,App Service,1.28
18-12-2023,App Service,1.54
19-12-2023,App Service,1.43
20-12-2023,App Service,1.61
21-12-2023,App Service,1.54
22-12-2023,App Service,1.4
23-12-2023,App Service,1.37
24-12-2023,App Service,1.43
25-12-2023,App Service,1.45
26-12-2023,App Service,1.32
27-12-2023,App Service,1.54
28-12-2023,App Service,1.38
29-12-2023,App Service,1.38
30-12-2023,App Service,1.36
31-12-2023,App Service,1.46
01-01-2024,App Service,1.34
02-01-2024,App Service,1.45
03-01-2024,App Service,1.79
04-01-2024,App Service,1.43
05-01-2024,App Service,1.38
06-01-2024,App Service,1.22
07-01-2024,App Service,1.44
08-01-2024,App Service,1.29
09-01-2024,App Service,1.39
10-01-2024,App Service,1.45
11-01-2024,App Service,1.21
12-01-2024,App Service,1.45
13-01-2024,App Service,1.47
14-01-2024,App Service,1.27
15-01-2024,App Service,1.38
16-01-2024,App Service,1.2
17-01-2024,App Service,1.64
18-01-2024,App Service,1.48
19-01-2024,App Service,1.41
20-01-2024,App Service,1.42
21-01-2024,App Service,1.58
22-01-2024,App Service,1.42
23-01-2024,App Service,1.48
24-01-2024,App Service,1.63
25-01-2024,App Service,1.39
26-01-2024,App Service,1.3
27-01-2024,App Service,1.33
28-01-2024,App Service,1.62
29-01-2024,App Service,1.45
30-01-2024,App Service,1.37
31-01-2024,App Service,1.56
01-02-2024,App Service,1.57
02-02-2024,App Service,1.38
03-02-2024,App Service,1.32
04-02-2024,App Service,1.24
05-02-2024,App Service,1.21
06-02-2024,App Service,1.41
07-02-2024,App Service,1.33
08-02-2024,App Service,1.68
09-02-2024,App Service,1.45
10-02-2024,App Service,1.19
11-02-2024,App Service,1.62
12-02-2024,App Service,1.46
13-02-2024,App Service,1.53
14-02-2024,App Service,1.53
15-02-2024,App Service,1.48
16-02-2024,App Service,1.51
17-02-2024,App Service,1.47
18-02-2024,App Service,1.3
19-02-2024,App Service,1.49
20-02-2024,App Service,1.57
21-02-2024,App Service,1.42
22-02-2024,App Service,1.51
23-02-2024,App Service,1.5
24-02-2024,App Service,1.68
25-02-2024,App Service,1.41
26-02-2024,App Service,1.41
27-02-2024,App Service,1.43
28-02-2024,App Service,1.43
29-02-2024,App Service,1.15
01-03-2024,App Service,1.36
02-03-2024,App Service,1.48
03-03-2024,App Service,1.45
04-03-2024,App Service,1.34
05-03-2024,App Service,1.36
06-03-2024,App Service,1.4
07-03-2024,App Service,1.34
08-03-2024,App Service,1.38
09-03-2024,App Service,1.38
10-03-2024,App Service,1.56
11-03-2024,App Service,1.58
12-03-2024,App Service,1.57
13-03-2024,App Service,1.5
14-03-2024,App Service,1.36
15-03-2024,App Service,1.57
16-03-2024,App Service,1.41
17-03-2024,App Service,1.45
18-03-2024,App Service,1.62
19-03-2024,App Service,1.46
20-03-2024,App Service,1.48
21-03-2024,App Service,1.27
22-03-2024,App Service,1.51
23-03-2024,App Service,1.33
24-03-2024,App Service,1.58
25-03-2024,App Service,1.43
26-03-2024,App Service,1.17
27-03-2024,App Service,1.41
28-03-2024,App Service,1.42
29-03-2024,App Service,1.51
30-03-2024,App Service,1.54
31-03-2024,App Service,1.41
01-04-2024,App Service,1.58
02-04-2024,App Service,1.05
03-04-2024,App Service,1.36
04-04-2024,App Service,1.31
05-04-2024,App Service,1.29
06-04-2024,App Service,1.58
07-04-2024,App Service,1.56
08-04-2024,App Service,1.36
09-04-2024,App Service,1.61
10-04-2024,App Service,1.47
11-04-2024,App Service,1.4
12-04-2024,App Service,1.37
13-04-2024,App Service,1.36
14-04-2024,App Service,1.52
15-04-2024,App Service,1.54
16-04-2024,App Service,1.49
17-04-2024,App Service,1.19
18-04-2024,App Service,1.49
19-04-2024,App Service,1.53
20-04-2024,App Service,1.37
21-04-2024,App Service,1.46
22-04-2024,App Service,1.22
23-04-2024,App Service,1.3
24-04-2024,App Service,1.42
25-04-2024,App Service,1.42
26-04-2024,App Service,1.5
27-04-2024,App Service,1.31
28-04-2024,App Service,1.42
29-04-2024,App Service,1.4
30-04-2024,App Service,1.53
01-05-2024,App Service,1.64
02-05-2024,App Service,1.68
03-05-2024,App Service,1.26
04-05-2024,App Service,1.45
05-05-2024,App Service,1.32
06-05-2024,App Service,1.45
07-05-2024,App Service,1.52
08-05-2024,App Service,1.47
09-05-2024,App Service,1.46
10-05-2024,App Service,1.65
11-05-2024,App Service,1.55
12-05-2024,App Service,1.43
13-05-2024,App Service,1.47
14-05-2024,App Service,1.57
15-05-2024,App Service,1.54
16-05-2024,App Service,1.41
17-05-2024,App Service,1.24
18-05-2024,App Service,1.31
19-05-2024,App Service,1.48
20-05-2024,App Service,1.24
21-05-2024,App Service,1.44
22-05-2024,App Service,1.41
23-05-2024,App Service,1.59
24-05-2024,App Service,1.3
25-05-2024,App Service,1.22
26-05-2024,App Service,1.41
27-05-2024,App Service,1.55
28-05-2024,App Service,1.6
29-05-2024,App Service,1.35
30-05-2024,App Service,1.53
31-05-2024,App Service,1.32
01-06-2024,App Service,1.37
02-06-2024,App Service,1.54
03-06-2024,App Service,1.56
04-06-2024,App Service,1.34
05-06-2024,App Service,1.53
06-06-2024,App Service,1.23
07-06-2024,App Service,1.44
08-06-2024,App Service,1.32
09-06-2024,App Service,1.37
10-06-2024,App Service,1.31
11-06-2024,App Service,1.54
12-06-2024,App Service,1.54
13-06-2024,App Service,1.38
14-06-2024,App Service,1.52
15-06-2024,App Service,1.5
16-06-2024,App Service,1.45
17-06-2024,App Service,1.75
18-06-2024,App Service,1.36
19-06-2024,App Service,1.47
20-06-2024,App Service,1.42
21-06-2024,App Service,1.42
22-06-2024,App Service,1.49
23-06-2024,App Service,1.43
24-06-2024,App Service,1.36
25-06-2024,App Service,1.49
26-06-2024,App Service,1.62
27-06-2024,App Service,1.59
28-06-2024,App Service,1.5
29-06-2024,App Service,1.38
30-06-2024,App Service,1.5
01-07-2024,App Service,1.61
02-07-2024,App Service,1.63
03-07-2024,App Service,1.52
04-07-2024,App Service,1.43
05-07-2024,App Service,1.45
06-07-2024,App Service,1.57
07-07-2024,App Service,1.56
08-07-2024,App Service,1.25
09-07-2024,App Service,1.56
10-07-2024,App Service,1.57
11-07-2024,App Service,1.36
12-07-2024,App Service,1.38
13-07-2024,App Service,1.38
14-07-2024,App Service,1.39
15-07-2024,App Service,1.3
16-07-2024,App Service,1.52
17-07-2024,App Service,1.38
18-07-2024,App Service,1.47
19-07-2024,App Service,1.41
20-07-2024,App Service,1.51
21-07-2024,App Service,1.35
22-07-2024,App Service,1.51
23-07-2024,App Service,1.53
24-07-2024,App Service,1.58
25-07-2024,App Service,1.73
26-07-2024,App Service,1.21
27-07-2024,App Service,1.52
28-07-2024,App Service,1.39
29-07-2024,App Service,1.23
30-07-2024,App Service,1.59
31-07-2024,App Service,1.65
01-08-2024,App Service,1.43
02-08-2024,App Service,1.51
03-08-2024,App Service,1.47
04-08-2024,App Service,1.54
05-08-2024,App Service,1.59
06-08-2024,App Service,1.53
07-08-2024,App Service,1.53
08-08-2024,App Service,1.64
09-08-2024,App Service,1.46
10-08-2024,App Service,1.6
11-08-2024,App Service,1.38
12-08-2024,App Service,1.69
13-08-2024,App Service,1.58
14-08-2024,App Service,1.43
15-08-2024,App Service,1.21
16-08-2024,App Service,1.48
17-08-2024,App Service,1.33
18-08-2024,App Service,1.52
19-08-2024,App Service,1.67
20-08-2024,App Service,1.51
21-08-2024,App Service,1.46
22-08-2024,App Service,1.53
23-08-2024,App Service,1.52
24-08-2024,App Service,1.18
25-08-2024,App Service,1.52
26-08-2024,App Service,1.57
27-08-2024,App Service,1.45
28-08-2024,App Service,1.61
29-08-2024,App Service,1.47
30-08-2024,App Service,1.59
31-08-2024,App Service,1.78
01-09-2024,App Service,1.48
02-09-2024,App Service,1.24
03-09-2024,App Service,1.45
04-09-2024,App Service,1.27
05-09-2024,App Service,1.57
06-09-2024,App Service,1.66
07-09-2024,App Service,1.58
08-09-2024,App Service,1.53
09-09-2024,App Service,1.41
10-09-2024,App Service,1.69
11-09-2024,App Service,1.59
12-09-2024,App Service,1.53
13-09-2024,App Service,1.52
14-09-2024,App Service,1.51
15-09-2024,App Service,1.55
16-09-2024,App Service,1.41
17-09-2024,App Service,1.69
18-09-2024,App Service,1.51
19-09-2024,App Service,1.57
20-09-2024,App Service,1.44
21-09-2024,App Service,1.54
22-09-2024,App Service,1.2
23-09-2024,App Service,1.35
24-09-2024,App Service,1.49
25-09-2024,App Service,1.32
26-09-2024,App Service,1.81
27-09-2024,App Service,1.28
28-09-2024,App Service,1.54
29-09-2024,App Service,1.71
30-09-2024,App Service,1.56
01-10-2024,App Service,1.45
02-10-2024,App Service,1.42
03-10-2024,App Service,1.58
04-10-2024,App Service,1.39
05-10-2024,App Service,1.48
06-10-2024,App Service,1.58
07-10-2024,App Service,1.46
08-10-2024,App Service,1.51
09-10-2024,App Service,1.46
10-10-2024,App Service,1.37
11-10-2024,App Service,1.65
12-10-2024,App Service,1.68
13-10-2024,App Service,1.46
14-10-2024,App Service,1.46
15-10-2024,App Service,1.48
16-10-2024,App Service,1.57
17-10-2024,App Service,1.38
18-10-2024,App Service,1.49
19-10-2024,App Service,1.53
20-10-2024,App Service,1.58
21-10-2024,App Service,1.14
22-10-2024,App Service,1.55
23-10-2024,App Service,1.54
24-10-2024,App Service,1.63
25-10-2024,App Service,1.43
26-10-2024,App Service,1.43
27-10-2024,App Service,1.65
28-10-2024,App Service,1.3
29-10-2024,App Service,1.71
30-10-2024,App Service,1.83
31-10-2024,App Service,1.56
01-11-2024,App Service,1.61
02-11-2024,App Service,1.31
03-11-2024,App Service,1.41
04-11-2024,App Service,1.64
05-11-2024,App Service,1.55
06-11-2024,App Service,1.48
07-11-2024,App Service,1.53
08-11-2024,App Service,1.57
09-11-2024,App Service,1.47
10-11-2024,App Service,1.5
11-11-2024,App Service,1.5
12-11-2024,App Service,1.37
13-11-2024,App Service,1.55
14-11-2024,App Service,1.74
15-11-2024,App Service,1.73
16-11-2024,App Service,1.32
17-11-2024,App Service,1.58
18-11-2024,App Service,1.59
19-11-2024,App Service,1.45
20-11-2024,App Service,1.38
21-11-2024,App Service,1.34
22-11-2024,App Service,1.45
23-11-2024,App Service,1.55
24-11-2024,App Service,1.49
25-11-2024,App Service,1.43
26-11-2024,App Service,1.35
27-11-2024,App Service,1.55
28-11-2024,App Service,1.64
29-11-2024,App Service,1.39
30-11-2024,App Service,1.57
01-12-2024,App Service,1.27
02-12-2024,App Service,1.42
03-12-2024,App Service,1.6
04-12-2024,App Service,1.37
05-12-2024,App Service,1.43
06-12-2024,App Service,1.69
07-12-2024,App Service,1.42
08-12-2024,App Service,1.4
09-12-2024,App Service,1.58
10-12-2024,App Service,1.76
11-12-2024,App Service,1.48
12-12-2024,App Service,1.61
13-12-2024,App Service,1.68
14-12-2024,App Service,1.55
15-12-2024,App Service,1.48
16-12-2024,App Service,1.4
17-12-2024,App Service,1.33
18-12-2024,App Service,1.65
19-12-2024,App Service,1.54
20-12-2024,App Service,1.68
21-12-2024,App Service,1.64
22-12-2024,App Service,1.43
23-12-2024,App Service,1.36
24-12-2024,App Service,1.57
25-12-2024,App Service,1.43
26-12-2024,App Service,1.56
27-12-2024,App Service,1.42
28-12-2024,App Service,1.4
29-12-2024,App Service,1.5
30-12-2024,App Service,1.63
31-12-2024,App Service,1.55
01-01-2025,App Service,1.67
02-01-2025,App Service,1.36
03-01-2025,App Service,1.38
04-01-2025,App Service,1.5
05-01-2025,App Service,1.79
06-01-2025,App Service,1.6
07-01-2025,App Service,1.38
08-01-2025,App Service,1.51
09-01-2025,App Service,1.55
10-01-2025,App Service,1.44
11-01-2025,App Service,1.6
12-01-2025,App Service,1.5
13-01-2025,App Service,1.48
14-01-2025,App Service,1.68
15-01-2025,App Service,1.3
16-01-2025,App Service,1.4
17-01-2025,App Service,1.41
18-01-2025,App Service,1.41
19-01-2025,App Service,1.43
20-01-2025,App Service,1.58
21-01-2025,App Service,1.66
22-01-2025,App Service,1.64
23-01-2025,App Service,1.39
24-01-2025,App Service,1.51
25-01-2025,App Service,1.58
26-01-2025,App Service,1.55
27-01-2025,App Service,1.69
28-01-2025,App Service,1.44
29-01-2025,App Service,1.54
30-01-2025,App Service,1.47
31-01-2025,App Service,1.55
01-02-2025,App Service,1.38
02-02-2025,App Service,1.4
03-02-2025,App Service,1.43
04-02-2025,App Service,1.45
05-02-2025,App Service,1.72
06-02-2025,App Service,1.67
07-02-2025,App Service,1.5
08-02-2025,App Service,1.55
09-02-2025,App Service,1.32
10-02-2025,App Service,1.5
11-02-2025,App Service,1.55
12-02-2025,App Service,1.67
13-02-2025,App Service,1.57
14-02-2025,App Service,1.58
15-02-2025,App Service,1.56
16-02-2025,App Service,1.56
17-02-2025,App Service,1.35
18-02-2025,App Service,1.47
19-02-2025,App Service,1.71
20-02-2025,App Service,1.63
21-02-2025,App Service,1.59
22-02-2025,App Service,1.54
23-02-2025,App Service,1.61
24-02-2025,App Service,1.41
25-02-2025,App Service,1.33
26-02-2025,App Service,1.48
27-02-2025,App Service,1.6
28-02-2025,App Service,1.54
01-03-2025,App Service,1.66
02-03-2025,App Service,1.57
03-03-2025,App Service,1.54
04-03-2025,App Service,1.7
05-03-2025,App Service,1.68
06-03-2025,App Service,1.52
07-03-2025,App Service,1.39
08-03-2025,App Service,1.41
09-03-2025,App Service,1.51
10-03-2025,App Service,1.48
11-03-2025,App Service,1.74
12-03-2025,App Service,1.32
13-03-2025,App Service,1.52
14-03-2025,App Service,1.4
15-03-2025,App Service,1.55
16-03-2025,App Service,1.58
17-03-2025,App Service,1.48
18-03-2025,App Service,1.6
19-03-2025,App Service,1.51
20-03-2025,App Service,1.51
21-03-2025,App Service,1.48
22-03-2025,App Service,1.62
23-03-2025,App Service,1.55
24-03-2025,App Service,1.74
25-03-2025,App Service,1.7
26-03-2025,App Service,1.61
27-03-2025,App Service,1.26
28-03-2025,App Service,1.35
29-03-2025,App Service,1.66
30-03-2025,App Service,1.47
31-03-2025,App Service,1.57
01-04-2025,App Service,1.46
02-04-2025,App Service,1.6
03-04-2025,App Service,1.66
04-04-2025,App Service,1.38
05-04-2025,App Service,1.43
06-04-2025,App Service,1.32
07-04-2025,App Service,1.57
08-04-2025,App Service,1.32
09-04-2025,App Service,1.49
10-04-2025,App Service,1.6
11-04-2025,App Service,1.8
12-04-2025,App Service,1.59
13-04-2025,App Service,1.7
14-04-2025,App Service,1.57
15-04-2025,App Service,1.58
16-04-2025,App Service,1.51
17-04-2025,App Service,1.49
18-04-2025,App Service,1.69
19-04-2025,App Service,1.59
20-04-2025,App Service,1.58
21-04-2025,App Service,1.46
22-04-2025,App Service,1.5
23-04-2025,App Service,1.81
24-04-2025,App Service,1.53
25-04-2025,App Service,1.71
26-04-2025,App Service,1.48
27-04-2025,App Service,1.64
28-04-2025,App Service,1.58
29-04-2025,App Service,1.49
30-04-2025,App Service,1.63
01-05-2025,App Service,1.35
02-05-2025,App Service,1.62
03-05-2025,App Service,1.64
04-05-2025,App Service,1.58
05-05-2025,App Service,1.71
06-05-2025,App Service,1.54
07-05-2025,App Service,1.53
08-05-2025,App Service,1.59
09-05-2025,App Service,1.66
10-05-2025,App Service,1.62
11-05-2025,App Service,1.52
12-05-2025,App Service,1.42
13-05-2025,App Service,1.63
14-05-2025,App Service,1.45
15-05-2025,App Service,1.44
16-05-2025,App Service,1.46
17-05-2025,App Service,1.55
18-05-2025,App Service,1.45
19-05-2025,App Service,1.4
20-05-2025,App Service,1.46
21-05-2025,App Service,1.52
22-05-2025,App Service,1.61
23-05-2025,App Service,1.56
24-05-2025,App Service,1.41
25-05-2025,App Service,1.58
26-05-2025,App Service,1.59
27-05-2025,App Service,1.49
28-05-2025,App Service,1.45
29-05-2025,App Service,1.45
30-05-2025,App Service,1.48
31-05-2025,App Service,1.83
01-06-2025,App Service,1.44
02-06-2025,App Service,1.58
03-06-2025,App Service,1.46
04-06-2025,App Service,1.49
05-06-2025,App Service,1.46
06-06-2025,App Service,1.65
07-06-2025,App Service,1.6
08-06-2025,App Service,1.54
09-06-2025,App Service,1.62
10-06-2025,App Service,1.65
11-06-2025,App Service,1.44
12-06-2025,App Service,1.62
13-06-2025,App Service,1.46
14-06-2025,App Service,1.66
15-06-2025,App Service,1.65
16-06-2025,App Service,1.61
17-06-2025,App Service,1.53
18-06-2025,App Service,1.49
19-06-2025,App Service,1.52
20-06-2025,App Service,1.65
21-06-2025,App Service,1.47
22-06-2025,App Service,1.56
23-06-2025,App Service,1.33
24-06-2025,App Service,1.59
25-06-2025,App Service,1.42
26-06-2025,App Service,1.39
27-06-2025,App Service,1.62
28-06-2025,App Service,1.58
29-06-2025,App Service,1.5
30-06-2025,App Service,1.52
01-07-2025,App Service,1.85
02-07-2025,App Service,1.53
03-07-2025,App Service,1.53
04-07-2025,App Service,1.64
05-07-2025,App Service,1.57
06-07-2025,App Service,1.68
07-07-2025,App Service,1.59
08-07-2025,App Service,1.66
09-07-2025,App Service,1.62
10-07-2025,App Service,1.64
11-07-2025,App Service,1.55
12-07-2025,App Service,1.59
13-07-2025,App Service,1.53
14-07-2025,App Service,1.64
15-07-2025,App Service,1.39
16-07-2025,App Service,1.65
17-07-2025,App Service,1.69
18-07-2025,App Service,1.66
19-07-2025,App Service,1.55
20-07-2025,App Service,1.63
21-07-2025,App Service,1.46
22-07-2025,App Service,1.67
23-07-2025,App Service,1.42
24-07-2025,App Service,1.64
25-07-2025,App Service,1.63
26-07-2025,App Service,1.61
27-07-2025,App Service,1.51
28-07-2025,App Service,1.66
29-07-2025,App Service,1.33
30-07-2025,App Service,1.66
31-07-2025,App Service,1.59
01-08-2025,App Service,1.7
02-08-2025,App Service,1.59
03-08-2025,App Service,1.8
04-08-2025,App Service,1.44
05-08-2025,App Service,1.64
06-08-2025,App Service,1.45
07-08-2025,App Service,1.55
08-08-2025,App Service,1.66
09-08-2025,App Service,1.65
10-08-2025,App Service,1.83
11-08-2025,App Service,1.52
12-08-2025,App Service,1.73
13-08-2025,App Service,1.53
14-08-2025,App Service,1.48
15-08-2025,App Service,1.36
16-08-2025,App Service,1.59
17-08-2025,App Service,1.5
18-08-2025,App Service,1.68
19-08-2025,App Service,1.5
20-08-2025,App Service,1.51
21-08-2025,App Service,1.61
22-08-2025,App Service,1.79
23-08-2025,App Service,1.43
24-08-2025,App Service,1.7
25-08-2025,App Service,1.68
26-08-2025,App Service,1.54
27-08-2025,App Service,1.66
28-08-2025,App Service,1.53
29-08-2025,App Service,1.87
30-08-2025,App Service,1.56
31-08-2025,App Service,1.58
01-09-2025,App Service,1.53
02-09-2025,App Service,1.35
03-09-2025,App Service,1.54
04-09-2025,App Service,1.6
05-09-2025,App Service,1.76
06-09-2025,App Service,1.64
07-09-2025,App Service,1.55
08-09-2025,App Service,1.58
09-09-2025,App Service,1.62
10-09-2025,App Service,1.52
11-09-2025,App Service,1.66
12-09-2025,App Service,1.78
13-09-2025,App Service,1.53
